text,name
"?ROC DAMOOE - SAS 72 PROCEDURE FOR LANDSAT REGISTRATION Paul D. Hopkins Statistical Reporting Service U.S. Department of Agriculture The Statistical Reporting Service (SRS) is Points with low residuals remain in the control net and points with large residuals charged with making U~S4 crop and livestock are removed. Check points that give low estimates. The agency 1s the primary source residuals may be added. of the acreage and production e-stimates, and forecasts. The Research Division of SRS The DAMOOE procedure may develop the looks for ways to improve these estimates and transformation coefficients from the input forecasts. The New Techniques section is currently investigating the Use of LANDSAT data set, punch them on cards if so desired, and even apply the transformations to the imagery to make acreage estimates, and to unknown point. the data set. The improve our area frame. in may also accept a previously ~rocedure defined set of coefficients and apply those Using current technology the estimation to the input data set. process using LANDSAT imagery can be outlined as follows: If the procedure is to develop the transformation coefficients, the input data 1. Obtain ground data for SOme random land set must have at least five variables. One areas. Specifically field size (acreage) and cover type (crOp). a CLASS character variable listed in statement 1s needed to flag observations as Accurately locate these areas on USGS 2. members of the set of registration points, quad maps, and on aerial photographs. points with corre3ponding geographic and 3~ Accurately locate these areas and fields scene coordinates accurately established. in the LANDSAT scene. Also required are four numeric variables Use half of the known fields to calibrate 4. listed in a VARIABLES statement. The first the classifier. two numeric variables on the VARIABLES 5. Have the computer classify the remaining statement must contain the values on the kna.m and unknown areas of the image. Relate th",Sugi-77-22 Hopkins.txt
"RETRIEVAL AND ANALYSIS OF CLINICAL DATA USING SAS 76 PROCEDURES H. S. Greenberg, M. S. Lajiness, G. L. Schooley and D. W. Johnson, The Upjohn Company Introduction combined all the statistics we wished to look at, There are several features of SAS that were found to be quite useful in optimizing code and con- the mean, standard deviation and the number of observations, into a single table for each solidating output to produce the desired analyses. This paper describes methods using these features variable (see Figure 2). The main advantage in doing this was to organize the statistics by drug at The Upjohn Company in the retrieval and analysis of clinical trial information. and by time period in such a way as to make any trends readily apparent. Retrieval of Clinical Information The program that we used in creating the table is Clinical data is routinely stored on magnetic in Figure 3. Statistics to be included in the tape in a sequential file containing multiple table were specified in the output option of the record types for each patient. A SAS program was means procedure. These results were then stored written (see Figure 1) to read information from in a data set via the OUT parameter for later merges and concatenations. It was necessary to the tape and create SAS files from one or a com- bination of different record types and then calculate the statistics separately for each drug store them on disk. by time period (cell statistics), over all time periods (column statistics), OVer all drugs by The SAS retrieval program used data statements to time periods (row statistics), and over all drugs designate which data sets were to be created and time periods (total statistics). The cell while the LABEL and KEEP statements described statistics were merged with the row statistics information to be included in those data sets. while the column and the total statistics were The INFlLE statement indicated that the data also merged. These two groups of statistics were conca",Sugi-77-23 Greenberg Lajiness Schooley Johnson.txt
"FORMATTED TABLES IN SAS76 M~ E. R. Oelong and A. Foulkes University -of_, North Carolina g~nerally The firgt step in constructing a formatted Several (up to 10) Title statements are used, as yell as the DATA _NULL_ and FILE PRINT table is to reduce the data to the desired cate- statements, which are explained in the prograIDc gories. This usually involves the MEANS Btat~ ming example. ment, mQst frequently with the options 'N' ,'MEAN', 'SUM' .'STD', and 'VAR', Indicator variables, a~ EXAMPLES long with the 'SUM' and 'MEAN' options. sometimes playa role here (for example, when a variable of interest is pulse rate (PULSE), the created vari- Tables on the next pages _are produced by 1~4 able, HIGHPR-(PULSE 100), will have its su& and the SAS program which follows. using the data set mean equal respectively to the number and propor- described 1n Appendix I. Notice that Tables 1 and"" 2 differ only in the variables involved (Pulse tion of subjects registering a pulse rate of over 100 ). At timea. two loIEANS statoements a.re u£led ~ Rate for Table 1 and Oxygen Volume for Table 2). Thus both are created from the same set of in- one with a by-group and the other over the entire structions with macrQ-supplied variables to the data set. and the two output files are con~ate and also to Title2 and TitlelO+ Pro~edure MEANS a~lows nated. This for the inclusion of marginal , The macro which con8tructs these tables is called information in the table. TABLESl2. the second step is tQ arrange the output of Table 3, which- requires additional JCL to al- the above atep to cad""apt fo, the format of the ta- low for a temporary output file, contains the last f~equently ble. Transposing the data Is involved lines from TabLes 1 and 2. Table 4 i8 included to calcal~t1on~ and additional are sometimes re- quired, as is the case when the standard error of illustrate the availability of marginal statistics a difference is reque""sted. The MATRIX procedure and inter-line printing. handles much of",Sugi-77-24 Delong Foulkes.txt
"CREATING A RUNNING MEAN OF THE LAST K-OBSERVATIONS LAGGED L-OBSERVATIONS Te1:TY M. Therneau and Glenn A. Augustine ~ May"" Clinic Certain problems, particularly in economics~ The fourteen statements can be divided into require lagging. In addltion~ the lagging of three groups. Statements 1 through 7 create a running, weekly average, for example, is often cumulative sums and negative cumulative BUms. useful in damping out dally variation. The Sta~ements 8 and 9 take these cumulative SUmB following example will 111ustrate the teehnlque. and. negative cumulative sums, comb~ne them by The important point 1s that it is not necessary a common BY variable, and create a running sum. to create 1agged varlables t and the number of StatQments 10 through 14 then create the running observations in the 1:u~lng average (K) and the means. lag (L) may be altered by only changing the lnput:ting Y is done at statement 2. Then value of K and L. First, we will look at the assign a value to K. Ihis is the only statement c.ode. necessary to (::reate a running mean. The. that has to ·be changed in order to change the basic statements needed are the following: number of observations in the running mean. No other statements have to be added or deleted. 1. DATA CREATE; Next we create a cumulative sum of Y stored in 2~ INPUT Y; TOTAL. The next two statements are the most. 3. K=2; (This is the only card you need to important and are the basis for the approach. change in order to change the'number of Statements 5 and 6 create two observations for observations in the running average.) each initial observation. In statament 57 we 4. TOTAL+Yi create a variable MATCH which represents a 5. MATCH'""_N_; RUNTOTAL:::TOTAL; OUTPUT; , certain observation. RIm1OTAL-'rOTAL assigns 6. IlATCH-_N_+LAG; RUNTOTAL--TOTAL; OUTPUT; ,"", the cumu1ativ~ sum of the Y-variables for 7. PROC SORT; BY MATCH; observation MATCH~ and this observation is out- 8. PROC MEANS NOPRINT; VAR RUNTOTAL; 2Y putted. In statement 6 MATCH",Sugi-77-25 Therneau Augustine.txt
"SAS 76 IN PUBLIC HEAL'IH RESEARCH RObIn Layland, SENIC Project The overlay feature of the scatter procedure In the field of public health research, used above allows the research to relate the pre- factors of availability and familiarity rather dicted and actual valLES of Y with ease, and re- than project's needs often dictate the choice af duces the cost of reporting resul'tS in tluLt the analytic and data management tools for use on a scattergram, in the format output from SAS 76, is given project. The research pmcess is often ready for presentation. This feature which al- hindered, i f not confounded, by pmgT!lJlUllers' and laws the user to save results of statistical pro- analysts I insistence on USing these familiar cedures, pernits complex analyses which hereto- packages despite their inadequacy in meeting pro- fore required mul tipl. steps, to be dene in a ject requirements. At the SEtlle Project (Study single operation. on the Effica,cy of NosocOlll1al In,fection Control) we have attanpted to evaluate and to choose a 2. DATA WINAGEMENT statistical package which mast closely meets aur TWo additional criteria used by the SENIC obj ecti ves and requireJOO!lts. We have found that Project in choosing SAS 76 as the project '5 pri- although SAS 76 falls short in some critical mal')' statistical analysis package are the sophis- areas, it conforms mast closely with what we tication and breadth of the SAS 76 data manage- want from a statistical analysis/data management ment facilities. Briefly, the SENrC data base is package. This paper outlines my view of the """""""",,sed of a nunber of vel')' large independent points on which this decision is based. files at varying levels of aggregation, some of which are hierarchically structured. It is cru- STATISTICAL ANALYSIS 1. cial to the project analyses that we be able to The data analysis requirements of the SEtlIC merge or relate the data across these files. Project, like those of mast public health re- search projects, ar",Sugi-77-26 Layland.txt
"'DAIALOOK', A SERIES OF ~CROS FOR DESCRIPTIVE STATISTICS William R. Gjertsen Lipid Research Clinics Program, Department of Biostatistics University of North Carolina, Chapel aill the Y2 mQdel are highly skewed and res~duals f~~ IN'J'RQDllCTION suggest that a log transfor.mat1on on Y2 may ,help. DATALOOK is a multipurpose series of SAs Similar residual plots of reSiduals VB. g%ouped macros which produ~e9 useful dQscript1vQ infor- ranked regressors can be obtained b~ forcing all mation ~ samples from univariate continuous the non-class regressors to be on the output data variables or discrete variables with a large set ~th an In statement within p~OC GLM. numbsr of values. The design for DATALOOK haG &B its cr1teTia; OTlIER IdFPLICATIOJ/S In a quality cont~ol situation suc.h as moni- i) a listing of both moment and percentile information by a by-vayiab,e list (BYVAR) toring noTmal ranges fo~ blood chemistries. it may be more appropriate to classify values as far- ii) an indication of possible farout values cut if they have Bome clinical meaning. For [1] instance. if a batch of values was constantly iii) a useful picture of the data being updated, a new value might be considered To accomplish i) - iii) in a typical run we would perform. the following operations Create phYSiologically farout if it was below the pth OL I above the ~th pe~centile based on the previous a data set which outputs selected momenta by a sample values. ln this case. farout val~s would by-variable list (BYVAR) and another which out- puts selected percentiles by ~~. Merge by be redef~ned apptop~iately and in addition to the BYVAR and print the res~lting data set with PRDC L-U interval which contains half the data two o~ mere plotting 8ymbo1e $ay. P and Q. could appear PIUNT. Next, put ID ufortllation and} QJ"" counts of faYout value. with PUT STATEMENTS. finally in the overlay plots. Furthermora. these plots produce overlay plots of mean, median and inter- over time on split samples taken at diff",Sugi-77-27 Gjertsen.txt
"HISTOGRAM CREATION WITH SAS PROGRAM STATEMENTS' M. L. Tharp' and R. H. Strand' Union Carbide Corporation, Nuclear Division Oak Ridge, Tennessee The SAS Histogram Procedure (HIST)', useful we specify below. Therefore, users should read for displaying and analyzing data, provides for and follow the input instructions very closely. vertical and horizontal histograms, but has the We recommend that the user become familiar with disadvantage that a numeric variable will be the description of the SAS-76 language before subject to grouping if it has more than 10 dis- trying to use this program. tinct v.lues. The DISCRETE parameter in this procedure is the overriding option for this maxi- INPUT ~~On mum number of 10 classes but it has some apparent input the user selects the type of histo- problems. gram desired by coding either V (vertical) or H (horizontal) in column 1 of the first data card. Since no histogram procedure currently The number of classes is coded on the same card exists in SAS-76,' a short code utilizing vari- in columns 4~5. The class value occurs in ous features of the PUT statement was developed columns 10-12 while the frequency for that class to produce simple frequency histograms with is coded in columns 20-25. The first class and frequency values are coded on the first data minor restrictions on the number of classes. .' These histograms can be printed vertically or card which, as defined above, contains the his- horizontally on the output page .long with togram type and number of classes. The rest of Single axis labeling and title information. The the class and accompanying frequency values are number of classes and the height of the histo- coded as described above, one pair to a card. gram are subject only to page limitations. No When all classes, as indicated in columns 4-5 of the first data card, have been printer plotted, specific graphic routines are required to pro- duce this type of printer plot. program execution allows for additional class",Sugi-77-28 Tharp Strand.txt
"s~.s IIiFORI'~TIO~J II ""ACRO SET TO PRODUCE ""APS OF SPATIALLY DISPOSFO ~. Paniel Chllko, West Virginia UnIversity CARDS; One use of the cOr.'Jputers at Hest VirgJnia UnIversity Is the production of 1 426.5 2 2E3.8 3 267.7 Inap5"" of spatially disposed 55 223.9 Information. That Is. the USer nas a · RM'K rOI.lI!TlES INTO FIvr GROUPS; number of areas In an x,y coordinate PROC RAllY. GROUrSoS DATA=DI\T~.l OUTmDnM; syste~ tnfor~atton and numeric VAR CVDP.60; associated \'lith each area+ A useful · I'ERGE ""IIP Mlr OliTPUT FPnt' p~nc RM!K; co~pute-r-prodLlccd repre5entatton of t,.,is DATA MAP: Is a l1ne prInter mal"" on inforMation ,'ERr,E ""AP IMTA2; whjcl, the areas are Identlflen with BY COIWTY; 5y~bols IF C('lfjTROl ~. 0 mEN RETURN; that convey the original numeric IF CVOR60 - 0 THE~ SYMHOl · In·formatlon. Sometimes tre synhols '.'; IF CVOR60 · 1 THE~ SYMBOL = '.'; chosan to represent the numerIc values l~densltyU IF CVDRiO · 2 THEN SY~BOl · '0'; vary In proportional to the 'il'; numeric value. The rC5ultinr, maps have IF CVDR60 · 3 nlHI Sn'BOl = ., IF CVDR60 · I, TllEfI Sn'BOl 'I""'; arcas, varying froM lightly shaderl to rlarkH' shaded, r-eprescntinr; the nUf:letic · READ SO""E lEGPm CARDS: Population dens tty ~aps inforMation. WV_Lf,'Ir.l: are fan"" iar e'a"",ples of this ~IEST VIR(JltJI"" application. 110RTAlITY RIITE - CMOIOVASClll~R COrlpute-r prorrrams (for example, SYMAP) specific to this application exist. In they funct i on as follo\:rs: r:eneral~ 1. Accept Iiser input of a serIes of · BOTTOII 20 % · = 21-40% deffned by map coordinates. The area5 o· ff = 61-80~ areas are Tdentlfied by an associated 1>1-60'; 1/ = TOP 2o,- code. numerIc 2. .~cccpt user input of ; i nforr.'lat ron associated III th the map · COI!CATEIIATE T11E IMP ArID LEGENDS; DATA flAP; areas. Sl:T ,11\P L[CEt'''l LEGF)'('2 i 3. OPtionally, accept Input symbols to · DPAtl TI·'£ ""IAP; ,- DR~,ICI""AP ; he used to represent the data and annotative Infor~ation. I! 4. Scale the data. attach appropriate .",Sugi-77-29 Chilko.txt
"SAf37~ IDSFITAL SlJRIIEY' DATA MANAGEMENT USING Phil Busby, UNC Departmen~ of Biostatistks SENIC is an acronym for the Study on the DITA SASOUT,fSV~f~ci Efficacy of Nosocomial (hospital-acquired) In- INI'IL!! ~~ SDlT!; fection Control, a large research proj ect span- UTLl! PSVS1 PDC :LNPUT TO SAS; sored by the Center for DiSease Control in t MPU"" At1an~. This paper will present several fea- , HOSPUl1 S 1-4 tures of SAS76 we have found effective in pro- PA TIl! lIT S 5-6 cessing da~ co1lected in the study. DeN $' 9- "" S 12 REnEAD The two basic goals of the SENIC Project REBl!lIDNO $ U are: 1) to provide statistical data that wi1l DUPSl!RNO S 14-17 describe the current extent and scope of in- lD!lTMII S 18-19 fection surveillance and control program acti v- $ 20-~,1 ll)~!TIlD i'ty in U.S. hospitalS ;2) to determine the S 22-23 lD~ITYY degree to .mich infection surveillance and DrSCRlIlI S 2U-25 control programs have lowered nosocomial infec- DrSCRDD $ 26-27 tion risks (i.e., incidence rates) over the DISCRYY $ 2a-2!' past ten yoors, S I!R'lICI!I $ 30 $ 31-32 AGE The proposed method of da~ collection, S 33 SEX . · called retrospective chart review, involves · reading a patient's hospital chart after the 88-89 SJ:TEQ $' dl.scharge to determine if an infection occurred. In order to validate the chart review method, four pilot studies were conducted in which chart R I!DDCq i 95 review results were compared with prospectively (Sq. +2) i 96 (ABDATPO - ABD!T!:S91 collected data. iii 100 11BCliIO - lB~n99 ) 1,112. HI STDITE S 696-699 SAS76 may be used to merge in addi tiemal Ii :zgQ-1Ql Sl'!:;U da~ such as that from ,the Iiospital Intervi..., UCCOllE S 102 SUrvey or the Regional Mldl.ca1 Program for 7QJ-106 aCllA:U i cross -studies at the hospital level. The hillb S 707-7f)B UCCNT level language features exemplified by the CVCQDIl ~ , 7r9-11C powerful file handling COInIJaIIds allow program- 111-11q CVDAT! $ mers to get out reports on subsets of a data I 7]:i-7]2 !;;i!:l!l:",Sugi-77-30 Busby.txt
"irect SAS to re-read a record (~) at' management, multi-files, report an~ to read more than one -occurrence of a writing using SAS.76. Attention will group of variables from the same be given to methods of reducing cOre record {@@J. and disk .pace as well as dynamically allocating report formats. Most of the Type II data I receive l1as been keyed into a disk file 0""'1 a 1?er paqe basis. The reason do-t..:1 is INTRODUCTION ent~[ed in this .... ay is to make it ~nalvze possible to the orcatest Clinical aata can basically be grouped. quantity of data - availablE"" (It any into two data classifications: point in ti'rne. Sinc-e various paaes repeat in differ-ent visit.s throu-qhout Type I a clinical trial, I produce '!tultinle data sets for easier access and file creation all data is At time of reportinq of data. present and in its antioipated is sequence. Type r data usually I is a sample coded module produced by a cl inical tr ial t.hat is DIAGRAM t.hat will process the various na-nes short in duration. is easy to It contained within 2! p-dtient visit. organize and report on Type I data since it consists of -complete It is obvious from this .,.mple that information on a sJrlall number of not only is data beinq manipulated subjects. into various datasets, but that we on1 y store in a da taset the va r iables Type II desired.. If there are paqes read that are not acceptable- to the narticular Clinioal trials of this type are visit being processed, a messaqe is in duration longer an",Sugi-77-31 Bronstein.txt
"8AS AS A PROGRnIMING TOOL AND CENTRAL DATA INTERFACE WIT'H OTHER STATISTICAL SOFTWARE Mike Foxworth, University of South Carolina Douglas Cookrell, University of South Carolina Gary Griepentrog, University of South carolina programs (mostly written in FORTRAN) of INTRODUCTION varing quality. THE FIRST PROBLEM This paper is about our attempt to solve a pair of related problem.. The problems are, first, how to encourage Most of the above mentioned use of the total range of softwear software prodct"" are · systems· · That systems ~ have available at our is, they deal, at least conceptually, instalation, and, second, how to with the whole range of statistical data implement new stand-alone programs in procassing problems. These include data sUoh a way.a to optimize their transformation, data selection and availability and usefulness. We have merging, and creation of a dictionary taken the approach of utilizing SAS to of variable naming and labeling solve both of these problems by first information. Generally a set of related cresting a single comprehensive software product. are used within the oommunication system with SAS at its systell\ to aocomplish a series of oenter and, second, by adopting a policy possible tasks, utilizing s more or less of attempting to put up all new coherent syntax for speoifying control stand-alone programs as SAS procedures infoJ:lt1ation. with conventional SASsyntax. · ····························· ** ····· 'l'!!E SITUATION TIl! TOOL!lOX APPROACH i As instruotors and User consultants SAS76 at the College of Business Administration, and the University of SAS72 South Carolina generally, we faoe many users. They are very diverse in their OSIRIS computing needs and desires. Our users have ready aocess to a large and SI'SS capably-run machine whioh· supports a wide range of statistical software. llMJ) (Canputer Services runs ~ IBM 370/168, with 5 MEG real storage, 36 disk TIlE BMDP spindles, 7 tape drives, and various peripherals, run under VS",Sugi-77-32 Foxworth Cockrell Griepentrog.txt
"SAS would have created a new BMDP File~ FRANE, J.W. 1978. The 1978 interface between SAS and BMDP, and some BMDP f~atUl'es of interest to Same changes were made in the BMDP source and SAS users. pp. 5 - 8. IN Strand, R. H. (ed.), overlays. The overlay changes entail placing the Proc. ~ Third Annual Con£ere:nce of the SAS Users subroutines SFTINP and SFDINP into the root segment. Group International. SAS Institute t Inc.~ The source changes were mDrror but necessary. These Raleigh, North Carolina. 318 pp. changes are included in the latest release of BMDP, called BMDP-77. The program revision dates for Recent changes in SAS-76 and BMDP-77 enable BMDP-77 are December~ 1977 or later. The necessary BMVP programs to obtain data from SAS files with- changes were not part of the April, 1977 release~ out the SAS file first being converted to a BMDP file. Thia new interface makes it possible for Formerly, a BMDP file output from SAS could SAS use'rs to ~conomically make use of many features have only one case label (alphanumeric variable) .. in BMDP that are not available in SAS. The new In the new FROC BMDP, two case labels can be interface also makes SAS an extremely attractive specified: lABEL: for the first and LABEL2= for complement to BMDP. the second. If SAS writes a BMDP file, missing values in the BMDP file are identified automatically by the BMDP ndssing value indicator rather than the",Sugi-78-02 Frane.txt
"USING SAS TO TUNE MVS H. W. Barry 1'1errill Sun Information Services P. O. BOK 47803 Dal1as~ TX 76247 214-630-6411 AESTRACT w. Barry. 1978. Using SAS to The raw BFM data is passed daily by 'SAS once. MERRILL, H. building nineteen SAS data sets in one 25 Lylinder pp. 11 - 34. Stra.nd~ MVS. IN R. H. tlIDe OS data set. Figure IV des~ribes the t~mporar1 PrQc.~ {ed.}., Third Annual Conference of SAS dat~ sets which are built in this phase. Note the SAS Users Group International. SAS that only 900 lines of SAS are required and less than North Carolina. Institute~ Inc.~ ~ale1gh, 3 CPU minutes of 168 are required to process the 318 pp. 120,000 SMF records daily in this phtls~. Using the Statistical Analysis System {SAS) To fully appreciate the power. flexibility. and SMF records (including RMF) can provide a and simplicity of SAS in this application, Appendix comprehensive source of information for the I gives the entire SAS code to axtract tlll of measurement of MVS. This paper describes a specific the information from the Type 4 and 34 SMF records. im~lementation of the data collection and reporting In only 131 linBS all of the reSDurce information portions of such a system. from those records is extracted~ condition codes are decoded into descriptive character strings, INTRonUCTION time stamps are consistently created and this data is stored as a SAS data set named STEPS I The major problem in computer system measurement The appendix should also point out the high and performance evaluation is the data collection maintainability of SAS systems, since the language system. SMF and RMF ar~ r~plete with valid and is so easily read and operates at the named needed data: the absence of structure in the data variable level, pi8c~a within SMF requi~es that comprehension be added by the data collection system. SAS data sets appear to the user as an O~ partitioned data Bet (although they are actually This paper desc~ibes the building of the direct access using BAS's own access m",Sugi-78-03 Merrill.txt
"control, and integration of selectable units (suls). HorTno~ M. M 1978. SAS - The Necessary Uti) ity .· o Expanded workloads that are now being for Computer Performance Evaluation and Control process~d by the computing ~ompleK, where (CPEC). pp.35 -40. IN Strand, R. H. (ed.), an MP complex may be operating TSO , IMS. and batch processes. Prac. r Thi rd Annual Conference of the SAS Users Group International. SAS Institute, Inc., o Extended requirements for such items as RaleIgh, North Carol ina. 318 pp. secur[ty, distrlbuted function, atc., that have grown along with MVS. INTRODUCT ION The point to recognize is that MVS repre- sents a larger, mOre ~omplex, and faster changing The role of Computer Performance and Eval- environment, and consequently has a greater re- uation (CPE) has increasingly gained attention in qui rement for management control. more organizations as CPE tools and techniques are called upon to solve critic~1 problems. Vn- Thi5 paper, therefore, introduces Computer fortunately, this traditional role of CPE has Performance Eval uation and Control (ePEe), a con- seldom been ex.tended in use beyond the ··sol ....e- cept based on CPE know how which includes report- this-crisis"" mode. ing and administrative procedures for management control. The CPH approach is designed to pro- The typical CPE process is more oriented to vide a frame-of-reference and processing system problem resolution rather than on~ after~the-fact that would serve as tne feedback system for co",Sugi-78-04 Morino.txt
"uipment class. and the unit of software being ABSTRACT measured. The value of the measurement in soft- This ~aper discusses the use of software ware physics will represent either one of ~e work vectors as the fundamental form for work- fundamental properties or a property derived in tsrms of these fundamental properties. For ex- load characterization purposes. Software work is one of the basic properties of software ample, if the rate of data transfer is measured physics, and has the property of being inde- this is equivalent to measuring the software w01:k pendent of processor speed, configuration de- W and the execution time Tx, and obtaining a value for software power P ~ W + Tx. sign, and is unaffected by other workload ele- ments. The genaral vector form of character- Software physics (or any other general ization is defined. Equations for calculating work are given, and examples of its uses con- theory concerned with the meaning and use of oom- sidered. The relation of this fo~ to the puter ~asurementa) must have what is called a "":precisely measurable notation"" with which to data used for synthetic benchmarks and work- represent the properties described. Such a nota- load analyses is briefly reviewed. tion has the characteristics that a value repre- * * sented in the notation will be unambiguously de- ill iii' fined. That is, two different people can be QUANTIFICATION REQUIREMENTS given the same· symbol, and they will be able to independently make measurements and obta",Sugi-78-05 Kolence.txt
"43 BACKGROUND ABSTRACT POTTER, M.B., 1978. History, Problems and It seems appropriate now, however, to Practical Applications of SAS in a Large present some background on the corpoTation~ its organization and use of computing resources. Industrial Organization. pp. 46 _ 49 In Strand~ R.H.(ed.), Prac., Third Annual Armco Steel is a multi-billion dollar company Conference of the SAS Users Group Inter- dealing not only in the making of steel but a180 SAS Institute, Inc., Raleigh~ in diversified bus1nesses~ with Corporate national~ North Carolina. 318 pp. Headquarters located in Middletown, Ohio. The company is organized into eleven operating divisions, thr~e of which are devoted to The purpose of this pap@r is to provld~ steelmaking. The8e d~v~8ions have nine basic some insight into the wide acc@ptance SAS bas s~~el-making facilities located across the enjoyed as a problem-solving tool in a large continental United States. Each of the steel industrial complex and to discuss certain problems p1ants have access, through some type of communication which can develop due to such acceptance. Various link. to the central data processing facility app11cat~ons, which exploit both the statistical and data management capabilities of SAS, are in MiddLeto'Wn. The problem areas addressed ate the discussed. possible pitfalls encountered upon implementation The other operating divisions are composed of a generalized, easy-to-use statistical data of diverse businesses, including the se~eral mana",Sugi-78-06 Potter.txt
"university of Missouri COlumbia, Missouri 65201 Moeschberger, M. L~ ~,d Ernest Hilderb~and, 1978. Use of SAS proceduree in estimating survival curves. pp.50-56. In Strand, R. H~ (ad.), Proc., Annual SAS Users Group Third Conference of the SAS Institute, Inc., Raleigh, North Carolina.3lBpp. International~ If a particular parametric family of distributions is assumed (as is often the case in ~uman or animal survival studies) then maximum likelihood techniques are appropriate to estimate the parameters of the life distributions of interest. From estimates of these parameters one can estimate the average life expectancy along with other pertinent quantities of interest. This paper will present an application of SAS procedures (viz~, PROC NONLINEAR and PROC MATRIX) towards finding such maximum likelihood estimates along with their estimated asymptotic exarn~le variances. An dealing with breast cancer will be used to illustrate the technique. INTRODUCTION (or, equivalently, the negative of minimizing the function). It assess is often desirable to statistically the life characteriatic of variQu~ types of individuals. These individuals may be POSSIBLE METHODS OF SOLUTION living organisms, i.e.~ interest may center upon making inferences-regarding the length of life Many optimization schemes exist for finding after soma treatm~nt has been applied or some the minimum of a function. A widely used scheme operation has heen performed on animals or human is Marquardt's method which is a co",Sugi-78-07 Moeschberger Hilderbrand.txt
"UNSYMMETRICAL PARALLEL LINE BIOIISSAY USING SI\S Dr. Ch iao Yeh Clinical Research De~tment leI Americas Inc. Wilmington, DE 19897 ANALYSIS OF VARIANCE AND ESTIMATION AllSTAACT PR!XEIJURES FOR RELATIVE RlTENCY Even in the most carefully conducted bio- assay exper~ent~ an accident circumstance or The:r:e are several reasons to analyze the data by the technique of Analysis of Variance unequal litt[ size may cause the loss of (A.O.V.). Fir-st, the estiTnate ofa 2, i.e., S2 observations and so destroy the symmetry of is easily obtained in this way and can be used the design. In this paperl testing for non- validity, point and interval estimation in the formulas for confidence lilnits. Secondly, tests of validity of some of the procedures of relative potency in an unsym- in the model are obtained and, assumption~ metrical parallel line assay will be discussed thirdly, the reslllts yield a simple s1..lIRl:iary to using SAS. A numerical example will be given. be used in the design of further assays.of the same typ'o INTRODOCTION 'Ihe total sum of squares sutrlivides into cOlTlpClnents ""blocks"", ""between doses"" and The technique of parallel line assay has been used widely in pharmacology for drug error. Furthenoore, the sub:iivision of the screening programs in the pharmaceutical C<lI1lponents for doses can be separ a ted (1) linear regression (2) deviation fram paral- industry. Potency estimation is a good way of lelism, (3) difference between SandT, (4) if telling how potent a new compound is relative there are more than four doses, the remainder to a standard drug. In additionr this assay can be lumped together as deviations from technique has been employed successfully in linearity. the clinical evaluation of analgesic effective- ness [c.f., wallenstein and HOude (1975)). Exact analysis of the assay, taking In most assays in the pharmaceutical account of the missing observations, would involve the solution of linear equations for industry, the responses can be assemble",Sugi-78-08 Yeh.txt
"4900l Table 1. Experimental data and description ABSTRACT Description Variable Name Lajinass~ M. 5"" and P. 1. Good, 1978, SAS and the evaluation of drug reinforeement~ Test compound TREAT pp.62 - 67. IN Strand, R. H. (ed.). Method of drug injection MOD Proc., Third Annual Conference of the SAS Dose in micro grams DOSE UG Inst~tute~ Users Group Internationa1. SAS Rat numbe.r NO RAT Raleigh~ Carol1na.31Bpp~ Inc ·· North ~ Number of inj ec.t:ions per HIDK (K 1 to 5) day for the five days on high dose (FR-I) INTRODUCTION Number of inj ec:tions per LIDK (K' 1 to 4) day for four days on low SAS proved to be an important tool in the dose (FR-I) evaluation of the reinforcing properties of drugs. L2DK (K' 1 to 2) The ver$stility of the tabulation and display NumbsT of injections per functions of SAS facilitated the development of a day for two days on the drug score. This score was based in part on a bi- low dose (FR-2) =I ~, L4DK (K to 2) variate confidence region and on ranking across Number of injections per day for two days on the several variables within an SAS observation. low dose (FR-4) Several measurements of reinforcement w~ra To get a better measure of reinforcement~ made on each experimental subj~ct& Tran~forma the number of injections is transformed to the tiona of the ~aw data were necessary to obt~in a total number of k~y presses. F~r example, the meaningful scale of measurement and to insure the raw FR-2 injection total is multiplied by two. normality of the data. The",Sugi-78-09 Lajiness Good.txt
"arch West Virginia University MOrgantown, West Virginia 26506 of less than 1000 inhabitants. nl Today, in 1977. ABSTRACT we are atill ~estl1ng with this same problem~ BOSANAC, E. M. 1978. A SAS-Based Small Area Pro- In West Virginia the development of ruxal Its Use in Primary Care Resource £il~ Syst~: primary care el1nlcs has been seen as a means of Development. Unpublished Report7 Office of solving the physician shortage in rural areas. Health Services Reaearch, West Virginia Since 1972, n~arly 50 new primary care clinics University. 318 pp. have been developed, with the majority of this development occurring in the southern part of the The development of rural prima~y care clinics State. Dur~ng the early stages of this activity, has be~n a dominant activity on the West Virginia site selection was not very cr~t1cal since the health scene for the last several years. Although vo~d was quite large. As development continued, much of this development occurred without an ade- however, increasingly marginal sites were selected. quate ~nitial examination, the situation was such Competit~on aros~ among clinic developers result- that nearly all these efforts were successful. ing in the construct~on of two clinics literally This proliferation of clinic development has closed across the street from one another. Plana ~hich off many of the choice sites, leading to increas- would have resulted in a similar a~tuatlon were ingly roarginal eite location. underway in sevQral othe~ areas. Face",Sugi-78-10 Bosanac.txt
