text,name
"describe how to get the most out of indexing. What Is An Index? Indexes can be used to improve the performance of SAS® programs. However, inappropriate use of In Release 6.06 olthe SAS System a SAS data file can be indexed. In the most general sense, an index is a indexes can actually degrade performance of some data structure stored on disk. SAS programs. This paper discusses how indexes are used and can be abused in Release 6.06 of the SAS The index is an inverted tree structure that can be used system. It also discusses development projects that will to locate a record by value. The format of the index improve the use of indexes in future releases and help structure is described in the Procedings of the limit and overcome some of the potential pitfalls of Thirteenth Annual SAS Users Group International indexes. Conference in a paper by Beatrous and Clifford titled ""Version 6 SAS Data Base System Architecture: Current and Future Features.""",Sugi-91-101 Beatrous Armstrong.txt
"to Cary with a freshly clarified understanding of how integrated SAs/SHARE software had become in customers' applications. This paper reviews the progress of SASISHARE"" software since Release 5.18 of the SAS· System, induding demonstrations at Comments from attendees at SUGI 14 indicated, broadly, two SUGI conferences and the current experimental release program. opposing points of view. The customers at the most adventurous It highlights new features that have been added to the software, and end of the spectrum had no problem with an introductory release it sketches SAS Institute's plans for the software for the near future. of Version 6 of the SAS System, because they could use it to learn the new features in Version 6, including Screen Control Language",Sugi-91-102 Brideson.txt
"Establish Analysis and Charting Methods Utilizing SAS/AF menu capabilities, a customized systeIll for Statistical Process Control (SPC) applications and Depending upon the type of data (variable or attribute) analY~A:s basic statistical may be developed. This system and the nature of the production process (batch or SAs/,gp incorporates for constructing Shewhart control continuous), the appropriate analysis and Shewhart control f~{ chart may be determined. A logical subgroup variable charts, SAS/FSP displaying and storing control should be established and other ""by"" variables which may limits, SAS/GRAPH for constructing multi-vari charts and control charts with high-resolution graphics, and base be required to subdivide the data, e.g., alloy type, ingot SASTM for statistical analyses and comparisons. Since a size and shape, and electrode type, should be identified. menu-based system is user friendly, the usage of SPC, Designing the SAS/ AF Main Menu including its problem-solving techniques, is facilitated. The main menu may consist of the following options:",Sugi-91-103 Durfee.txt
"tools. The use of each ABSTRACT component is described below. An ISPF Program Development Facility application provides the This paper describes PJAF (Product Integrity Analysis Facility), a user intelface for the PIAF system. The benefits of ISPF are that menu driven end-user computing system at Sikorsky Aircraft. a it is in widespread use at Sikorsky Aircraft, all TSO users learn division of United Technologies Corporation. The system basic ISPF as the front end for TSO, it is easy to develop provides a fully integrated environment for accessing and applications in ISPF with the Dialog Management Services, and analyzing the Quality data that are generated during the good support is available. The main features of the product that manufacture of Sikorsky Aircraft helicopters. The system was developed in 1988 in the end-user community within the Product PIAF employs are: panels for the user interface, messages for diagnostics, tables for data dictionaries, help screens for online Integrity department. It has become an integral part of the support, and file tailoring (skeletons) for JCL creation and the Quality Engineer's toolkit, providing a common set of analysis tools for multiple company databases. From an initial 2O-user SAS System's macro inteliacing. The SASJAF component is currently not available on our mainframe so the SAS System was base within Product Integrity. PIAF has grown to support 125 not an altemativ~. users from 10 different departments. The -system is deve",Sugi-91-104 Proulx Faille.txt
"1990 c~us h.il ~esponse and Related Variables: ~nat~on at the County Level Us~ng Regression Analysis J~y K. Keller, Bureau of the Census Quent1D Newhouse, Jr., Bureau of the Census Introduction response for the next census. If Beginning in 1970, the u.s. a regression model which is Census Bureau attempted to reduce statistically significant its costs and labor requirements includes as independent variables through the use of a ""percent of eligible voters mailout/mailback method for its voting"" and ""percent of vacant census questionnaire. In the two housing units"" and npopulation censuses after 1970, during which density II and we can estimate the time the geographical range of changes in these variables from this method has increased, the 1990 to a time close to the next success rate--or mail response census, we could use the model to rate--has dropped, falling to a predict census mail response. low of 67% (including late returns) during the 1990 census. This model would have This is a steep drop, from 76% in limitations. Indeed, it would be 1980, and 79% in 1970. limited due to the fact that the Households which do not mail back dependent variable to be a census questionnaire must be predicted--year mail 2000 physically visited an by response--is outside the range of enumerator. The Census - Bureau the 1990 data used to develop has estimated as much as a $10 - the model. It will also be $17 million increase in cost for impossible to utilize all of the 7ach single percentage point drop data one would like to have at 1n the response rate, so the the time one would like to have dollar impact is' significant. it, when using the equation to predict. Finally, some of the Body components of declining mail response, such as privacy There are three reasons for concerns, and increases in mail examining the likely correlates marketing, are not easily of 1990 census mail, response quantifiable and are left out of rates (MRR). First, there. is a possible equations. still, such",Sugi-91-105 Keller Newhouse.txt
"y=XPH = ZA""PH to minimize The purpose of this paper is to demonstrate the use of ·2p""AZ·y+P""A~ £'£ = y'y the SAS/IML® software procedure PROe IML in a theoretical subject to the restriction econometrics project that involves monte carlo experiments and (A·Atrp=O. non·linear search algorithms. We first impose decision rules in a principal components setting to compare the outcome of a pre- The singular value and spectral value decompositions test estimator suggested by Mundlak (1981) against a more for the variance·covariance matrix of the classical least squares traditional mean square error reduction rule. The decision rules estimated regression coefficients are given by instruct the SASIIML® software program to iteratively delete Cov(p) ,,2 (l<' X)"" 1 components one at a time until an optimum measure has been satisfied. Next we investigate the feasibility of a non-linear a2 AA-1A' algorithm that iteratively searches for the optimum restriction to impose on a classical least squares estimator that will yield the K 1 a2 L -""ia' same results as the variance reduction rule used in the monte carlo experiments. J j=l A j In terms of the partitioned A matrix· the dassicalleast",Sugi-91-106 Brunson Marsh.txt
"SAS/ETS® Forecasting Application Gul Ege, SAS Institute Inc., Cary, NC Introduction The SAS/ETS® Forecasting application helps you select the best forecasting method and model for your data, using different forecasting methods such as exponential smoothing, ARIMA (Box-Jenkins) models, Winter's smoothing and time·trend regression models. Both interactive forecasting (where the user selects the best model) and completely automated forecasting are available. The Forecasting application creates a default project that stores all your session options, models, and forecasts. You can easily derme other projects. The application displays a list of previously specified models for each series so you can easily scroll between them. In specifying a new model, you can use the default model, modify the current one, copy a model from the list, or let one be selected automatically. The Forecasting application is also capable of storing and deleting both models and forecasts to or from data sets you specify. The forecasting tools you can choose from include: ARIMA models with or without seasonal;tnIerenru.g and/or seasonal autoregressive (AR) and moving average (MA) factors; exponential smoothing (single, double, or triple); Winter's exponential smoothing (with linear or no trend); linear and quadratic time trend; log transform; and adjustment for seasonality (Xll). Various display and graphics output are available at each step of the forecasting task. You have control over the output at each step and can reset the related options as desired. The period of fit and forecast and the confidence intervals can be adjusted as well. Data exploration features include view of original series; plot of the original, log transformed, and/or differenced series; descriptive statistics; and plots of autocorrelation, inverse autocorrelation, and partial autocorrelation func- tions of the original, log transformed, and/or differenced series. Graphical and displayed diagnostics available for forecast",Sugi-91-107 Ege.txt
"LEXAN lexical and syntax analysis ERRMSGS error messages This paper describes Version 3 of the GPSS SAS compiler. GPSS (IBM, 1971) is a popular PASS2 code generation and error checks computer language used for simulating queuing processes. Our implementation of GPSS uses the RUNSTEP further compiling and execution SAse system to translate and execute the GPSS code. This permits the use of procedures from Version 2 also contained two blocks not found in SAS/STAT and SAS/GRAPH for analysis and dis- other implementations, namely the REGE and play of the output data from the simulation. REGS block which implement the regenerative There are a number of enhancements over method (Iglehart, 1978). Also, the queue was version 2 (Greene and Jones, 1990) principally changed from a linear list to a linked list for including the implementation of a useful subset gains in efficiency. The current version Ver- of GPSS. This version also recognizes SAS sion 3 implements most of the functionali~y of statements as GPSS operands so that any SAS GPSS V (IBM, 1971) and was developed using function may be used. This represents a sig- SAS 6.06 under VM/CMS. This version is dis- nificant extension to GPSS, a language which ~ussed below in Section 3, follOwing a brief does not contain mathematical or statistical fun- mtroduction to GPSS in Section 2. This is then ctions. The paper discusses these issues and followed by an example. of the output from the also how the compiler works. compiler in Section 4.",Sugi-91-108 Greene Jones.txt
"DATA ANALYSIS APPLICATIONS FOR THE SEMICONDUCTOR INDUSTRY Leslie Fowler, Motorola, Inc. Alan Yost, Motorola, Inc. Jim Chalmers, Motorola, Inc. display from a VAXslalionN, and figure 2 and 3 for the available ABSTRACT: options from the menubar for both applications. Effectively analyzing the enonnous volume of data collected in Selection lists are used throughout both syslBms for easy selec- the semiconductor industry requires acWanced end-user applica- tion of data or analysis options. Invalid or null entries in re- tion development Data is coUected throughout the 100 or more quired fields cause selection list windows to open. Valid entries manufacturing process steps and during eleebical tests per- are then selected with the return key or mouse. formed after processing is complete. These data need to be analyzed .od conelatad for ~ in producing higher per- fonnance devices. The SAS System -was used to create DATALOG: menu-driven applications for the end-users. Oatalog is an interactive, menu driven system for inputting, storing. charting. and analyzing process data. The system util- Oatalog is an on-Une process control data entry and analysis izes free format, multi-screen data entry forms (SASlFSp@) for system. This system feabJres a hierarchical organization for custom logbooks with an unfimited number of data entry fields collecting data in various manufacturing areas which contain and dynamic caIc:ldation abilities (using Sell. Concurrent, multiple-variable charts, histograms, normal and shewhart type multi-user data access is allowed on 811 data, with recof'd.level charl!;. locking for updaIB mode. ImmediaIB feedback is provided with The 'Engineering Data Analysis System (EDAS) is a menu- standard Shewhan chans. Additional graphic and analytical tools are provided for in-depth analysis. driven system containing procedures to aid engineers in analyz- ing data. This system provides the tools 10 manipulaIB, plot, The system organization allows for an unlimited n",Sugi-91-109 Fowler Yost Chalmers.txt
"A Comparison of Data Step Performance in Versions 6.06 and 5.18 Jim DeFoor, General Dynamics - Fort Worth The autho"", explained Ihe changes to the Date Step in this w~: INTRODUCTION · Control is no lange< returned to the SAS Supervisor during Many changes IQ the operaIjOM of the SAS Data Step h!M! usr state- the looping proce$$ of the SAS Data Step ....Iess a been Introduced with Version 6.06. For one, the SAS Supervisor. ment is issued OCCur. Of -EIfrofS which determines the CMnlI processing of a SAS;:;' has dropped · The Initializalion to Missing (lTM) control has ,been moved its oontroI <Nef the output, in~ializaliorHo-missing (ITM), and 1oop- from the SAS Supervisor. II is now a callalble function placed ing actions of the SAS Data Step. Those h!M! I'KlW been passed in the compiled code of the SAS DaIa Step. It is located at to execution phase of the Data Step. the lOp of the SAS--const,ucted data loop and also whem a loop.terminaling _men! Is encoontered.l.t)op.terminato"", , In addition, the I/O processing and dela storage methods of the are SubSeHing.lF, RETURN, or DELETE statements. SAS syoIem h"""""" been changed. The SAS programmer can now improve the I/O opelations of his progmms by changing the buffer · The Program Data \kacIor (PDV) has been divided into retained and unretained data areas. Version 5.18 _ numbers and the buffer size established tor the read and output actions of each Data Step. The SAS programmer can also reduce each varieble oI.he PDV during each execution of .he loop storaQe waste in small SAS data sets through effective control of of the Data Slap to determine those which should haw their the page size d those data sets. values retained. Version 6.6 uses the ITM oontroI \0 ~ only the varialbl.. in the unretained data areas of the PDV. Finally, new data suboolting operations have been edded. The · The ITM oontroI is not called at the top of the Oata loop if SAS programmer can now select data in the Data Step using the the SET statement Is",Sugi-91-11 DeFoor.txt
"HOW GOOD IS YOUR DATA: A DISCUSSION OF THE MEASUREMENT PROCESS Annabeth L. Propst. Process Management International Introduction People We can never know what truth is-we can only know what we The people who are taking the measurements are often a perceive to be true. Similarly, we never know b'Ue values. significant source of variability. If the measurement depends We can only know what we measure them to be. Just as upon .th.e skiN of the measurer, or if a special -feel- is required, reality can be distorted by perception. so can true values be then It IS a good bet that this is a major source of variation in distorted by measurement. Such measurements are the result the measurement. Other considerations may have to do with of measurement processes. Statisticians call them data. training, the ability of the measurer to read the gage or the legibility of his handwriting. Some knowledge or estimate of the truth is essential in decision making. Measurements are our estimates (or Equipment predtctions) of true values. We depend on these measurements for all OUf information. If we expect to take Equipment refers to the measuring instruments and any action or make predictions based on that information-and, holding or placement fixtures. There are a number of indeed, if we did not expect to take action or make predictions, considerations pertaining to the equipment. Instruments should why would we bother measuring?-it would be nice if we could be easy to read and not open to misinterpretation. We should believe the measurement process. If it distorts the data too be ~ncerned with the repeatability of the instruments (often badly, there could be serious implications on the decisions. :;peclfied by the manufacbJrer). We are also interested in the mstrumenfs discrimination. Another concern is the placement cases we. have an intuitive feeling that our In many of the parts on the fixture, and whether the combination of measu~ment process IS not too reliable. This can be very",Sugi-91-110 Propst.txt
"x, The usefulness of multivariate statistical process control techniques has been received a tremendous attention. However, the lack of computer tools presents one of the maior obstacles to the acceptance of these techniques. A macro is thus developed to provide two control charts: the multivariate exponentially weighted moving average control chart and the log lSI control chart. These control charts constitute a multivariate analog of univariate control charts and are useful in detecting small process mean shifts and process dispersions where respectively. Some case studies under linear mean trend shift and covariance expansion situations are given to demonstrate the performance of the control charts.",Sugi-91-111 Chua.txt
"(10), and yourstone (14). This paper discusses efforts to SAS· software is shown to be useful for implementation of a implement Algorithmic SPC in the Monsanto Fibers Division. The statistical control strategy based on the Exponentially Weighted first application is a manual system for adjusting pump RPM to Moving Average (EWMA) for drifting processes. This strategy control a variable relating to the quality of nylon carpet staple keeps the process centered on the aim point by making process fiber, and the second is an automatic system where pressure adjustments while at the same time it detects sudden large shffts adjustments are made to control an Important quality for which troubleshooting is necessary. In the past, Monsanto has measurement for textured continuous filament nylon carpet yarn. typically used a modified Shewhart chart with runs rules to determine process adjustments. This new EWMA strategy is shown to be an improvement because of better tuning capability r USE OF THE EWMA FOR FORECAsnNG AND robustness to incorrect tuning, and a lessened tendency to cause CONTROL additional variability with large, inappropriate adjustments. A monitoring system developed with SAS/A~ and SAS/OC- software is shown to enhance the implementation of this strategy at Monsanto. The Process Model:",Sugi-91-112 Baxley.txt
"A SYSTEM FOR PINPOINTING AREAS NEEDING PROCESS IMPROVEMENT B. T. Blatzer Intermet Foundries, Inc. BACKGROUND The third reason for selecting $AS software was the Have you ever attended a process improvement meet- requirement for quick implementation. The plant where this tracking ing? Some companies call them scrap meetings. They are really system was needed was making excessive scrap, but did not have timely information because all the tracking was done manUally. The muchmorethanjustscrapmeetings.Saapordefectiveprodudsare wnWs assignment was to provide a computer based system as made because something in the process did not function properly. quickly as possibJe. Mainframe computer tenninals were available Discussions on defective products, how and why they andSASsoftwarewasavaifableon the mainframe. Various personal were generated. is the first step toward enminating those defects. computers, with spreadsheet and database software, were avail- able. The writerselected the sy~tem thatwould provide the quickest During the discussion you might hear questions such as these being asked: implementation while allowing for a completely tailor-made system. The SAS system with all of its procs, which essentially automate Is this the first occurrence of this type of defect? manipulation of data and reporting, and its compfetely open format provide the programmer with the tools to efficiendy tailor programs for specific needs without having to conform to certain limited How long has this defect been occurring? reporting. Are there trends with this defect? SYSTEM OPERATION Are any other products showing this defect? Here is how the system Works. Are there any other defects occurring? At the end of each day a clerk enters through a SASlFSP""' What is the root cause of the defects? screen all product quantities produced for that day. An update program is subsequendy run to add this information to the master These are some of the questions that naturally arise production file. Aft",Sugi-91-113 Blatzer.txt
"SOCALGAS SPOT GAS PURCHASING: AN OR APPLICATION WHICH GENERATES THE INPUT MATRIX BASED ENTIRELY ON USER SPECIFICATIONS Deborah Agata, Marketing Research - Decision Support Consulting Martin J. Collette, The Southern California Gas Company Gas may be purchased on the EI Paso, PG&E, or Transwestern The Southern California Gas Company (SoCaiGas) bases pricing pipeline systems. The networks of these pipeline companies have policies on the Weighted Average Cost of Gas (WACOG) 'rom an- ticipated monthly spot market purchases. The purpose of this ap- been greatly simplified to reflect the fact that this is a high level plan. ning tool. The model represents the network as a backbone trans· plication was to lind the least cost spot gas offered each month mission system, attached to severat major gas supply basins and subject to the constraints of price, capacity and volume needs under delivery points. The focus is on capturing the key bottleneck points varying business conditions. To meet this goal, the users requested complete flexibility in specifying every potenital constraint when that exist on the networic:s. The networks differ in shrinkage (amount aas of gas 50st during transportation), and the transportation rate solving for the optimal purchasing strategy. The system uses SAS/A~ and SASJOR software to solve for spot gas under various charged. See Figure 1 for a diagram of the networic: structure. scenarios. The scenarios may be represented as a linear program- The analysis that is done reflects different combinations of condi· ming problem. Some of the conditions are relatively simple while other oonstralnts are more subde. This paper disaibes how the tions that are expected to prevail in the upcoming month. These model is able to translate user information about mar1<etptace con- conditions are the relative prices of firm and discretionary gas, the ditions into a sparse data matrix, generated in the data step and possibility of additional capacity becoming availab",Sugi-91-114 Agata Collette.txt
