text,name
"SAS macros are present;::d for computing matrices of several measures of similarity between ecological communites. Input data are read from a standard format matrix containing the number of individuals of each species (rows) in each community sample (columns). Calculations for Spearman's rho and Kendall's tau rank correltion statistics include all and only species which are present in at least one of the community samples for each pairwise comparison. This differs from PROC CORR, which includes all species present in any sample (with zeros in data) or only species present in both samples being compared (missing values in data). The basic macro structure is easily modified to compute other simple measures such as percent similarity. The normalized expected species shared (NESS) family has been proposed as a set of similarity indices sensitive to rare species in small samples, Another macro applies a two-sample jackknife technique to reduce small sample bias of the NESS estimators and to find variance estimates for the NESS similarities.",Sugi-81-101 Rinehart McCreight.pdf
"~, USING CMS SAS IN CONJUNCTION WITH IBM'S SYSTEM R RELATIONAL DATA BASE MANAGEMENT SYSTEM T. J. Vidmar and J. P. Maile, The Upjohn Company, Kalamazoo, MI USA One of the research units at The Upjohn Com­ pany experienced a problem with the large amount of time it took to analyze data generated from their research animals. In order to reduce their dependence on the statisticians and programmers a eMS EXEC was written to allow them the ability to process and analyze the data in a matter of min­ utes. The user need not have a knowledge of the workings of IBM's System R Relational Data Base Management System or knowledge of writing SAS programs. The user must, however, be familiar wi th some bas i c CMS commands, know how to use the Upjohn full screen editor which is available for editing CMS files and also the ability to inter­ pret the statistical output. The ""realu system begins with the drawing of a blood sample from a research animal. This sam­ ple is labeled with the animal identifier number, the experiment number, and other informati on re l­ evant to the study. The sample is then sent to the Upjohn Clinical Research Laboratory for anal­ ysis. Upon completion of the analysis, labora­ tory personnel enter the results into a System R Data Base which resides on an IBM 370/148 com­ puter. A hard copy report listing the results for each research animal is generated and sent to the resea rcher . An abbreviated example of the animal data in the laboratory data base can be seen in Figure 1. This listing includes only those values which are of interest to the researcher; all other values are ami tted. To use the EXEC, the user must first log to his/her VM computer. After the logging procedur~ the user enters ""RATS"", the name of the eMS EXEC which was created for the user. This EXEC uses terminal prompting to guide the user through the various routines. A few system messages will be displayed on the terminal, followed by the ques­ tion, ""DO YOU WANT TO RETRIEVE A NEW BATCH",Sugi-81-102 Vidmar Maile.pdf
"es Division Oak Ridge National Laboratory ~BSTR!\CT The complexity of regional water management problems necessitates the summarization of water resource data in a form that is easily analysed visually. Computer generated maps are well suited for displaying complex relationships since they are easy to create and modify and are relatively inexpensive compared to traditional techniques. Development of new display techniques creates questions about the most effective display of data used for generic assessments. Recent attempts at displaying bivariate data geographically have not been entirely successful due to numerous data categories and complex color patterns used in Ilcross"" mapping techniques. This paper offets an alternate method of displaying bivariate data which uses the degree of differences between two variables (e.g., water supply and water demand) to create a scale in which shades of two primary colors are used for positive and negative differences while a third color is used for the null case (i.ea, within the confidence limits of the statistical model) • *Research sponsored by the Office of Health and Environmental Research and Office of Environmental Compliance and Overview, U.S. Department of Energy, under contract W-7405-end-26 with Union Carbide Corporation. Publication No. 1702 Environmental Science Division, O.R.N.L. INTRODUCTION The complex problems faced in regional water management require geographical display techniques which provide information about sev",Sugi-81-103 Waterhouse Farrell Strand.pdf
"TIlREE APPROACHES OF DEVELOPING SUMMARY SOFTWARE IN SAS Frances Wilson Texas Instruments Incorporated Summaries of ""MEAN"" statistics over different combinations of BY variables are often needed in report processing and generating. SAS is an excellent language for calculating such statis­ tics; however, significant manipulation of data often becomes necessary to develop a dataset in the form needed for actual printing of the report~ Especially, when reports must be pre­ sented in a form consistent with pre-SAS gener­ ated forms. Three major methods of writing summary software were identified in attempts to better handle the data manipulation. The purpose of this paper is to discuss the usage, advantages and disadvantages of these three approaches. Approach number one is a straight forward approach to the problem. The programmer uses multiple PROC MEANS with appropriate BY variables to generate the statistics. Then he must perform multiple SET's and }1ERGE' s until he has a data­ set that he can uSe to produce the desired out­ put. Approach number two involves a subtle trick to the SAS MEANS. Records are output for all desired combinations of BY variables using dummy values for summary combinations. Then, a single PROC MEANS with only one set of BY variables need be executed. The result is generally a dataset that is usable for output generation since the dummy values are assigned with the report form taken into consideration. Approach number three is the usage of the FROC SUMMARY developed for SAS 79 in place of the PROe MEANS. One SUMMARy can replace multiple MEANS. The PROe SIDIMARY allows summary statis­ tics to be calculated over different combinations of variables without requiring dummy records. After execution of the PROC SUMMARY a SET is usually required to pullout desired combina­ tions. All of the above approaches to summary software have good application. Time, cost and software readibility are all important considerations in their use. Example problem: gi",Sugi-81-104 Wilson.pdf
"I I A TRIAO OF SAS MACROS TO CAPTURE THE OUTPUT FROM PROC GLM Roger S. Cohen Research Triangle Institute One -of tbe current 1 imitations of SAS's GLM procedure is the difficulty of using the statistics produced by that procedure in subsequent programming .. This paper introduces a triad of SAS macros which capture the statistics generated by PRDC GLM and place them into appropriate SAS data sets. We begin by setting forth the basic design of the macros. This is followed by a description of their usage in a program. Finally, some practical applications are highlighted. PROC GLM does not allow the programmer to retrieve many of the GLM statistics which appear on the printtout. These statistics must be read as data directly from the GLM output itself. The triad of SAS macros reads the GLM output into SAS data sets as follows; 1) the macro GLMOUT1 invokes PROe PRINTTO to direct subsequent output to a temporary OS data set instead of the printer. 2) PROC GLM is run. 3) the macro GLMOUT2 causes the temporary OS data set to be read as da.ta ~ Wi th jUdicious use of inpu~ statements, fields are identified, glven variable names, and placed into SAS data sets~ 4) optionally, the original GLM output may be printed by using the macro SPILL. which copies the temporary data set to the output file. This approach is merely an extension of an example given in the SAS Usert S Guide 1979, p.. 356. In that example, only one statistic, the mean squared error was captured. The macros described herein capture all of the statistics produced by the basic GLM procedure together witb most of those produced by the LSMEANS statement. Figure 1 demonstrates how the three macros are used .. The program in Figure I performs PROC GLM, prints the standard output, and then prints the contents of the SAS data sets containing the GLM statistics. This program provides a test of the macros and is recommended as a way to aquaint the user with the names assigned to all of the variables. The reader should n",Sugi-81-105 Cohen.pdf
"The use of the data management capabilities of SAS to effectively inde~ a reprint file is described. Publication data, key words and subject classification codes are stored on a SAS data set, with one observation for each reprint. Two programs~ one for updating the index, the other for retrieving references of interest, are described and displayed. A minimal time investment is required to develop and maintain the system. In addition, updating and retrieval use very little computer time. Although the particular application described is best suited for the needs of a statistician, only minor modifications of the general method are required for other uses. 1.",Sugi-81-106 Davis.pdf
"t : , , ~ I I I I I , CONTROL CHARTS WITH SAS AND TSO Dale F. Kraemer and Judy A. Stober U.S. Environmental Protection Agency Health Effects Research Laboratory Cincinna'ti~ Ohio INTRODUCTION Statistical quality control chart tech­ niques were originally developed in industrial settings to provide a quick yet efficient means of monitoring process control. Control chart techniques are now commonly used in a wide variety of research and production situa­ tions. The basic technique for control charts is to take a sample from a process, compute sim­ ple statistics, and then plot the reSUlting statistics on charts. The position of such points relative to predefined limits on the chart allow inferences to be drawn about changes in the process. In addition to ease of use and ease of interpretation, control charts are also an historical record of the ptOCBSS quality. More complete descriptions of control charts may be found in statistical quality control texts such as Burr, Duncan or Wetherill. SAS and SAS-GRAPH are used through TSO to set up very simple interactive sessions for entering data, displaying data and printing or ploccing control charts. Through TSO CLISTS and SAS MACROS. this automated system can be operated with little training by the tech­ nicians in charge of the process. The same automated system can ~e used by supervisors or managers to check short term or long term process control. The full control chart history is also readily available for process checks '"" TYPES OF CONTROL CHARTS One common type of control charts is the Shewhart chart. Shewhart charts are commonly used to examine means, standard deviations, ranges. propo-rtions ~ and numbers of defee ts. Control charts for the first three statistics assume an underlying normal distribution of sample observations; while for proportions a binomial distribution is assumed and for num­ bers of defectives a Poisson distribution is assumed. In all case's, the sample statistic (eg. the mean) is compared to co",Sugi-81-107 Kraemer Stober.pdf
""" SYSTEl! 2000 STATISTICAL ANALYSIS SYSTEM '81 Kirk l~ul Lafler~ Electronic Data Systems Federal 1.0 INTRODUCTION The SYSTEM 2000 Statistical Analysis System Interface (S2KSAS) provides a dir­ ect link between any SYSTEM 2000 (S2K) data base and Statistical Analysis System (SAS) ~ S2KSAS is currently being developed by Electronic Data Systems Federal (EDSF) at the U.S. Department of Energy (DOE) in Germantown, Maryland. It operates in an interactive multi-user environment on an Amdahl 470V!7A Computer System i.n which IBM's TSO is used as the communications monitor. Capabilities of producing sta­ tistical reports, plots, two or three­ dimensional graphics, and SAS GRAPH out­ put are possible. Additionally, S2KSAS provides an exceptional means of tapping large reservoirs of information in a result-oriented atmosphere. This paper is divided into three basic parts. The first part provides an over­ view of the technical operation of S2KSAS. The second part will provide a user's view of S2KSAS to describe the use of the system. The third part wi11 provide S2KSAS examples to describe the various types of output capable from the interface. Before we get started, a discussion on the current needs seems appropriate. 2.0 CURRENT NEEDS S2KSAS has created an interest among DOE users who recognize the potential of the complimentary features of the two systems. In its current state, the interface requires a high degree of technical ex­ pertise which presents a problem to most users. Since the interest among DOE users is definitely real) there is justification to c.ont:tnue the development of a user­ oriented interface~ The advantages of an interface of this nature are many~ but five key reasons stand out among the others: 1. Capability of producing statistical reports. 2. Reduced overhead costs since the data base is opened only for extraction of data, then closed. 3. Plotting as well as a full range of two or three-dimensional graphics are possible. 590 4. With the limited suppl",Sugi-81-108 Lafler.pdf
"Researchers characterizing ecological communities are often faced with the problem of collapsing large species lists into a single numeric expression of community structure. Historically, quantitative species diversity indices have been used to assess spatial and .temporal changes in ecological communities. However, other classification estimates, e.g., binary similarity coefficents, correlation coefficents, and Euclidean distances, offer alternative methodologies for delineating community composition that may be more robust to sampling error. This study presents 1) a series of algorithms developed using the Statistical ~nalysis System (Barr and Goodnight, 1976) fo!"" calc ula t ing ind ices of community structure and 2) an applied example of a multivariate analysis attempting to distinguish ecological communities and/or events. *Supported in part by the Office of Health and Environmental Research and Office of Environmental Compliance and Overview, u.s. Department of Energy, under contract W-7405-eng-26 with Union Carbide Corporation and u.s. Army Corps of Engineers, Waterways Experiment Station under the Environmental Water Quality Operational Studies, project VIIS, Waterways Field Studies. Publication No. 1703, Environmental Sciences Division, O.R.N.L.",Sugi-81-109 Polovino Farrell Pennington Strand.pdf
"MULTll'LE CCHI'ARISONS FOR FIXED EFFECTS m MIXED MODELS Judil.h Rosenblatt and Gary Regula, AppTech* Most advanced courses on general. regreaaion or anaJ..ys:ls .of varianae start out by applying the least squares prineiple to the general linear IIKJdel. Using partial differentiation the normal equations are der1'ved, and from. these, various. specialized fonnul.a.a for carrying out tests of hypotheses are deve­ loped. :!he SllKJunt of algebraic manipulation and the notational OOlIlple'O:i:ty or this approach are fomi­ dable. Furthe:nn.ore the tl'l.1II1er10B.l. methods for oarrying out oolutiDn of the oonnal equations have to be developed separate17 beoause they don·t seElll to have..""., special relation to the stati.t;lcal conoepts. A great deal of eff'ort is spent on estimation of' miflsillg data -- on ff1ll:i.ng inf the holes~ so as to preserve the fo:rmul.a.s that mok so much effort to develDp. 'lhis approach wae reaaonable so long as fomulas and hend computations were the pr:iloaq means of obtaining result.. Nonethele •• long barore the widespraad use of computers, Wald initiated an approacb lInlCh better suited to the developmeot of theory, end wich turned out to be just about ideal for computer implmentation. !!ather than attempting direct solution o.t the norma.l equations by some variant of Gaussian ellminat1on, the problems of estimation and testing are handled by converting to a IOOre suitable ooordinate system - one espeo1aJJy appropriate to the problem l.mder consideration.. This be.sieaJJ..y geom€ltric framework is a completeJ.y- natural one for handling situatio"""" of non-full rank and unbalanced design., as well as for dealing with constraints of the type I a:i ~ I ~j ~ I (a~)1j = 0 i etc .. that arise in the a.naJ.ysis of variance.. As you lIlBY have already conjeot-ured by this atage,. our discussion of the linear model problems ""'"" re interestsd in will extend along the Une. initiated by Wald. U'sual.ly these problems are phrased in tams of' teats",Sugi-81-11 Rosenblatt Regula.pdf
"One of the most important problems of population genetics is the understanding of multi-locus natural selection in the presence of all the realistic conditione that make it so complicated: truncation selection, linkage, and small numbers of major loci superimposed on a background of multi-locus minor effects. SAS has proved to be an excellent vehicle for exploratory simulations, with successive work data sets representing the generations of an evolving population. The saving of programmer time is substantial t and the SAS program forms an excellent outline for the writing of production programs in Fortran.",Sugi-81-110 Spitznagel.pdf
,Sugi-81-111 VonDoehren.pdf
"~~llaR and Rarville (1980) p.xpreRRp.d thp. best linear unbiased estimators for mixed linear models recursively. these estimators assume the v.!ft;'h.nce matrix: of the observa.tions is. known up to 8 scalar ~onstant ,,2, Frequently; the vqriance structure is not complE:!tely 'known ""'lnd depe~d8 on an unknown parameter vector e as well 8S "". Through the utilization of the computa­ tions involved in obtaining the best linear unbiased estimators recursiVely, aD on-line estimation procedure (sn algorithm for which no reprocessing of data is required) is develope~ for -animating simultaneously the effects, "" and e. 'nIe procedure is- shown to perform well in conjunction with a model for scores of Nationa.l Football League games for the '1968-1980 seasons. KEYWURUS: Recursive estimat ion'i Restricted maximum likeliboodi Variance components; Method of scoring; Prediction intervals; Foatball predictions. 1.",Sugi-81-12 Sallas.pdf
"This paper illustrates how recently de~ veloped statistical tools, inco!porated within SAS, ~an b~ used ~ffectively io linear regres­ sion model building and sensitivity analyses. the value of such techniques is highlighted w~th an analysis relating measures of air pollution to human mortality -- a topic of many published articles over the last decade and, at least qualitatively, a basis for establishing air quality standards. Two interrelated aspects of model building -- the deletion of ""atypica.l"" Standard Metropolitan Statistical Areas (SHSA5) from the data base and the choice of nonpollu­ tion variables in ~he model -- arB Bxplored systematically. Measures useful in identifying Uatypical. u and ""influential 1l SMSAs are calcu­ lated for a rather large data base. After deleting atypical SMSAs, a ntotal squared error l1 $tati5ti~ is used a$ a guide to construct equationa which appear to best represent the data. Us~ng these new equations the incremental contribution of the air pollution indices to explaining mortality rate"" variation is assessed. These analyses indicate that the association between the air pollution indices and mortality is substantially less than that reported in some early epidemio1ogi~al studies. 1. Background and",Sugi-81-13 Gibbons McDonald.pdf
